PPTYP,PPTYPT,PPGROUP,PPGROUPT,PAYPLAN,PAYPLANT,PPGRD
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WQ,"WQ-AIRCRAFT, ELECTRONIC EQUIPMENT, AND OPTICAL INSTRUMENT OVERHAUL AND REPAIR IN PUERTO RICO - SUPERVISORY - FEDE",WQ-14
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-01
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-02
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-03
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-04
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-05
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-06
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-07
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-08
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-09
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-10
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-11
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-12
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-13
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-14
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-15
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-16
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-17
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WS,WS-SUPERVISORY PAY SCHEDULES - FEDERAL WAGE SYSTEM,WS-18
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WT,WT-APPRENTICES AND SHOP TRAINEES - FEDERAL WAGE SYSTEM,WT-00
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WU,"WU-AIRCRAFT, ELECTRONIC EQUIPMENT, AND OPTICAL INSTRUMENT OVERHAUL AND REPAIR IN PUERTO RICO - NONSUPERVISORY - F",WU-08
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WU,"WU-AIRCRAFT, ELECTRONIC EQUIPMENT, AND OPTICAL INSTRUMENT OVERHAUL AND REPAIR IN PUERTO RICO - NONSUPERVISORY - F",WU-09
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WU,"WU-AIRCRAFT, ELECTRONIC EQUIPMENT, AND OPTICAL INSTRUMENT OVERHAUL AND REPAIR IN PUERTO RICO - NONSUPERVISORY - F",WU-10
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WU,"WU-AIRCRAFT, ELECTRONIC EQUIPMENT, AND OPTICAL INSTRUMENT OVERHAUL AND REPAIR IN PUERTO RICO - NONSUPERVISORY - F",WU-11
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WY,"WY-NAVIGATIONAL LOCK & DAM OPERATION & MAINTENANCE POSITIONS IN U.S. ARMY CORPS OF ENGINEERS, NONSUPERVISORY, FWS",WY-02
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WY,"WY-NAVIGATIONAL LOCK & DAM OPERATION & MAINTENANCE POSITIONS IN U.S. ARMY CORPS OF ENGINEERS, NONSUPERVISORY, FWS",WY-03
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WY,"WY-NAVIGATIONAL LOCK & DAM OPERATION & MAINTENANCE POSITIONS IN U.S. ARMY CORPS OF ENGINEERS, NONSUPERVISORY, FWS",WY-05
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WY,"WY-NAVIGATIONAL LOCK & DAM OPERATION & MAINTENANCE POSITIONS IN U.S. ARMY CORPS OF ENGINEERS, NONSUPERVISORY, FWS",WY-06
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WY,"WY-NAVIGATIONAL LOCK & DAM OPERATION & MAINTENANCE POSITIONS IN U.S. ARMY CORPS OF ENGINEERS, NONSUPERVISORY, FWS",WY-07
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WY,"WY-NAVIGATIONAL LOCK & DAM OPERATION & MAINTENANCE POSITIONS IN U.S. ARMY CORPS OF ENGINEERS, NONSUPERVISORY, FWS",WY-08
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WY,"WY-NAVIGATIONAL LOCK & DAM OPERATION & MAINTENANCE POSITIONS IN U.S. ARMY CORPS OF ENGINEERS, NONSUPERVISORY, FWS",WY-09
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WY,"WY-NAVIGATIONAL LOCK & DAM OPERATION & MAINTENANCE POSITIONS IN U.S. ARMY CORPS OF ENGINEERS, NONSUPERVISORY, FWS",WY-10
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,WY,"WY-NAVIGATIONAL LOCK & DAM OPERATION & MAINTENANCE POSITIONS IN U.S. ARMY CORPS OF ENGINEERS, NONSUPERVISORY, FWS",WY-11
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XA,XA-SPECIAL OVERLAP AREA RATE SCHEDULE - NONSUPERVISORY - FEDERAL WAGE SYSTEM,XA-03
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XA,XA-SPECIAL OVERLAP AREA RATE SCHEDULE - NONSUPERVISORY - FEDERAL WAGE SYSTEM,XA-05
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XA,XA-SPECIAL OVERLAP AREA RATE SCHEDULE - NONSUPERVISORY - FEDERAL WAGE SYSTEM,XA-07
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XA,XA-SPECIAL OVERLAP AREA RATE SCHEDULE - NONSUPERVISORY - FEDERAL WAGE SYSTEM,XA-08
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XA,XA-SPECIAL OVERLAP AREA RATE SCHEDULE - NONSUPERVISORY - FEDERAL WAGE SYSTEM,XA-09
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XA,XA-SPECIAL OVERLAP AREA RATE SCHEDULE - NONSUPERVISORY - FEDERAL WAGE SYSTEM,XA-10
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XB,XB-SPECIAL OVERLAP AREA RATE SCHEDULE - LEADER - FEDERAL WAGE SYSTEM,XB-07
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XC,XC-SPECIAL OVERLAP AREA RATE SCHEDULE - SUPERVISORY - FEDERAL WAGE SYSTEM,XC-09
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XC,XC-SPECIAL OVERLAP AREA RATE SCHEDULE - SUPERVISORY - FEDERAL WAGE SYSTEM,XC-10
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XE,XE-SUPERVISORS OF NEGOTIATED RATE EMPLOYEES--FEDERAL WAGE SYSTEM,XE-00
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XF,XF-FLOATING PLANT SCHEDULE (OTHER THAN HOPPER DREDGE) SCHEDULE--NONSUPERVISORY--FEDERAL WAGE SYSTEM,XF-02
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XF,XF-FLOATING PLANT SCHEDULE (OTHER THAN HOPPER DREDGE) SCHEDULE--NONSUPERVISORY--FEDERAL WAGE SYSTEM,XF-03
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XF,XF-FLOATING PLANT SCHEDULE (OTHER THAN HOPPER DREDGE) SCHEDULE--NONSUPERVISORY--FEDERAL WAGE SYSTEM,XF-04
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XF,XF-FLOATING PLANT SCHEDULE (OTHER THAN HOPPER DREDGE) SCHEDULE--NONSUPERVISORY--FEDERAL WAGE SYSTEM,XF-05
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XF,XF-FLOATING PLANT SCHEDULE (OTHER THAN HOPPER DREDGE) SCHEDULE--NONSUPERVISORY--FEDERAL WAGE SYSTEM,XF-06
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XF,XF-FLOATING PLANT SCHEDULE (OTHER THAN HOPPER DREDGE) SCHEDULE--NONSUPERVISORY--FEDERAL WAGE SYSTEM,XF-07
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XF,XF-FLOATING PLANT SCHEDULE (OTHER THAN HOPPER DREDGE) SCHEDULE--NONSUPERVISORY--FEDERAL WAGE SYSTEM,XF-08
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XF,XF-FLOATING PLANT SCHEDULE (OTHER THAN HOPPER DREDGE) SCHEDULE--NONSUPERVISORY--FEDERAL WAGE SYSTEM,XF-09
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XF,XF-FLOATING PLANT SCHEDULE (OTHER THAN HOPPER DREDGE) SCHEDULE--NONSUPERVISORY--FEDERAL WAGE SYSTEM,XF-10
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XF,XF-FLOATING PLANT SCHEDULE (OTHER THAN HOPPER DREDGE) SCHEDULE--NONSUPERVISORY--FEDERAL WAGE SYSTEM,XF-11
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XF,XF-FLOATING PLANT SCHEDULE (OTHER THAN HOPPER DREDGE) SCHEDULE--NONSUPERVISORY--FEDERAL WAGE SYSTEM,XF-12
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XG,XG-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--LEADER--FEDERAL WAGE SYSTEM,XG-04
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XG,XG-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--LEADER--FEDERAL WAGE SYSTEM,XG-06
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XG,XG-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--LEADER--FEDERAL WAGE SYSTEM,XG-09
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XH,XH-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--FEDERAL WAGE SYSTEM,XH-06
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XH,XH-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--FEDERAL WAGE SYSTEM,XH-07
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XH,XH-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--FEDERAL WAGE SYSTEM,XH-08
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XH,XH-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--FEDERAL WAGE SYSTEM,XH-09
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XH,XH-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--FEDERAL WAGE SYSTEM,XH-10
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XH,XH-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--FEDERAL WAGE SYSTEM,XH-11
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XH,XH-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--FEDERAL WAGE SYSTEM,XH-12
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XH,XH-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--FEDERAL WAGE SYSTEM,XH-13
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XH,XH-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--FEDERAL WAGE SYSTEM,XH-14
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XH,XH-FLOATING PLANT (OTHER THAN HOPPER DREDGE) SCHEDULE--FEDERAL WAGE SYSTEM,XH-16
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XL,XL-LEADER SPECIAL SCHEDULE PRINTING EMPLOYEE,XL-11
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XP,XP-NONSUPERVISORY SPECIAL SCHEDULE PRINTING EMPLOYEE,XP-07
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XP,XP-NONSUPERVISORY SPECIAL SCHEDULE PRINTING EMPLOYEE,XP-08
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XP,XP-NONSUPERVISORY SPECIAL SCHEDULE PRINTING EMPLOYEE,XP-09
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XP,XP-NONSUPERVISORY SPECIAL SCHEDULE PRINTING EMPLOYEE,XP-10
2,Prevailing Rate Pay Plans (Blue Collar),21,Federal Wage System Pay Plans,XP,XP-NONSUPERVISORY SPECIAL SCHEDULE PRINTING EMPLOYEE,XP-11
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,BB,BB-NONSUPERVISORY - NEGOTIATED PAY EMPLOYEES,BB-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,BL,BL-LEADER - NEGOTIATED PAY EMPLOYEES,BL-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,BS,BS-SUPERVISORY - NEGOTIATED PAY EMPLOYEES,BS-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FL,FL-WAGE LEADERS (SIMILAR TO THE LEADER PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FL-07
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FL,FL-WAGE LEADERS (SIMILAR TO THE LEADER PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FL-11
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FW,FW-WAGE GRADE (SIMILAR TO THE NONSUPERVISORY PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FW-01
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FW,FW-WAGE GRADE (SIMILAR TO THE NONSUPERVISORY PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FW-02
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FW,FW-WAGE GRADE (SIMILAR TO THE NONSUPERVISORY PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FW-06
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FW,FW-WAGE GRADE (SIMILAR TO THE NONSUPERVISORY PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FW-07
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FW,FW-WAGE GRADE (SIMILAR TO THE NONSUPERVISORY PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FW-08
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FW,FW-WAGE GRADE (SIMILAR TO THE NONSUPERVISORY PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FW-10
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,FW,FW-WAGE GRADE (SIMILAR TO THE NONSUPERVISORY PAY SCHEDULE UNDER THE FEDERAL WAGE SYSTEM),FW-11
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KA,KA-KIESS ACT,KA-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KB,KB-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR BOOKBINDERS,KB-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KE,KE-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR ELECTRICIANS,KE-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KG,KG-NON-CRAFT NON-SUPERVISORY,KG-03
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KG,KG-NON-CRAFT NON-SUPERVISORY,KG-05
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KG,KG-NON-CRAFT NON-SUPERVISORY,KG-06
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KG,KG-NON-CRAFT NON-SUPERVISORY,KG-08
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KI,KI-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR COMPOSITORS,KI-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KJ,KJ-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR MACHINISTS,KJ-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KM,KM-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR PRESSPERSONS,KM-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KN,KN-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR OFFSET STRIPPERS,KN-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KO,KO-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR OFFSET PLATEMAKER STRIPPERS,KO-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KP,KP-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR ENGINEERING JOURNEYPERSONS,KP-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KP,KP-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR ENGINEERING JOURNEYPERSONS,KP-02
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KS,KS-NON-CRAFT - SUPERVISORY,KS-03
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KX,"KX-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR PRINTING PLANT WORKERS, 100%",KX-01
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KX,"KX-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR PRINTING PLANT WORKERS, 100%",KX-03
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KX,"KX-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR PRINTING PLANT WORKERS, 100%",KX-04
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KX,"KX-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR PRINTING PLANT WORKERS, 100%",KX-05
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KX,"KX-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR PRINTING PLANT WORKERS, 100%",KX-06
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KX,"KX-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR PRINTING PLANT WORKERS, 100%",KX-07
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,KY,"KY-GOVERNMENT PRINTING OFFICE NEGOTIATED RATES FOR PRINTING PLANT WORKERS, EQUITY PAY",KY-03
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WE,WE-CURRENCY MANUFACTURING,WE-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-00
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-01
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-02
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-06
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-07
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-08
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-09
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-10
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-11
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-12
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-14
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-15
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-16
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-21
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-25
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-26
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-27
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-28
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-29
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-40
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-44
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,WM,WM-MARITIME PAY SCHEDULES--5 U.S.C. 5348,WM-45
2,Prevailing Rate Pay Plans (Blue Collar),22,Other Blue Collar Pay Plans,XI,XI-NON-SUPERVISORY SCHEDULE - PREVAILING RATE SYSTEM,XI-06
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AA,AA-ADMINISTRATIVE APPEALS JUDGES,AA-06
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-00
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-01
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-02
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-03
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-04
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-05
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-06
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-07
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-08
3,Other White Collar Pay Plans,31,Governmentwide or Multi-Agency Plans,AD,"AD-ADMINISTRATIVELY DETERMINED RATES, NOT ELSEWHERE SPECIFIED",AD-09
